national_number,gen,Name,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,gigantamax,mega_evolution,mega_evolution_alt
186,II,Politoed,water,,50.2,49.8,1.1,33.9,45,5120,90,75,75,90,100,70,Water Absorb,Damp,,Drizzle,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
187,II,Hoppip,grass,flying,50,50,0.4,0.5,255,5120,35,35,40,35,55,50,Chlorophyll,Leaf Guard,,Infiltrator,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
188,II,Skiploom,grass,flying,50,50,0.6,1.0,120,5120,55,45,50,45,65,80,Chlorophyll,Leaf Guard,,Infiltrator,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
189,II,Jumpluff,grass,flying,50,50,0.8,3.0,45,5120,75,55,70,55,95,110,Chlorophyll,Leaf Guard,,Infiltrator,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
190,II,Aipom,normal,,50,50,0.8,11.5,45,5120,55,70,55,40,55,85,Run Away,Pickup,,Skill Link,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
191,II,Sunkern,grass,,50,50,0.3,1.8,235,5120,30,30,30,30,30,30,Chlorophyll,Solar Power,,Early Bird,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
192,II,Sunflora,grass,,50,50,0.8,8.5,120,5120,75,75,55,105,85,30,Chlorophyll,Solar Power,,Early Bird,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
193,II,Yanma,bug,flying,50,50,1.2,38.0,75,5120,65,65,45,75,45,95,Speed Boost,Compound Eyes,,Frisk,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
194,II,Wooper,water,ground,50.2,49.8,0.4,8.5,255,5120,55,45,45,25,25,15,Damp,Water Absorb,,Unaware,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
195,II,Quagsire,water,ground,50.2,49.8,1.4,75.0,90,5120,95,85,85,65,65,35,Damp,Water Absorb,,Unaware,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
196,II,Espeon,psychic,,88.14,11.86,0.9,26.5,45,8960,65,65,60,130,95,110,Synchronize,,,Magic Bounce,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
197,II,Umbreon,dark,,88.14,11.86,1.0,27.0,45,8960,95,65,110,60,130,65,Synchronize,,,Inner Focus,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
198,II,Murkrow,dark,flying,50,50,0.5,2.1,30,5120,60,85,42,85,42,91,Insomnia,Super Luck,,Prankster,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
199,II,Slowking,water,psychic,50.2,49.8,2.0,79.5,70,5120,95,75,80,100,110,30,Oblivious,Own Tempo,,Regenerator,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,,,
200,II,Misdreavus,ghost,,50,50,0.7,1.0,45,6400,60,60,60,85,85,85,Levitate,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
201,II,Unown,psychic,,,,0.5,5.0,225,10240,48,72,48,72,48,48,Levitate,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
202,II,Wobbuffet,psychic,,50.2,49.8,1.3,28.5,45,5120,190,33,58,33,58,33,Shadow Tag,,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
203,II,Girafarig,normal,psychic,50,50,1.5,41.5,60,5120,70,80,65,90,65,85,Inner Focus,Early Bird,,Sap Sipper,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0,0,0,,,
204,II,Pineco,bug,,50,50,0.6,7.2,190,5120,50,65,90,35,35,15,Sturdy,,,Overcoat,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
205,II,Forretress,bug,steel,50,50,1.2,125.8,75,5120,75,90,140,60,60,40,Sturdy,,,Overcoat,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
206,II,Dunsparce,normal,,50.2,49.8,1.5,14.0,190,5120,100,70,70,65,65,45,Serene Grace,Run Away,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
207,II,Gligar,ground,flying,50,50,1.1,64.8,60,5120,65,75,105,35,65,85,Hyper Cutter,Sand Veil,,Immunity,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
208,II,Steelix,steel,ground,50.2,49.8,9.2,400.0,25,6400,75,85,200,55,65,30,Rock Head,Sturdy,,Sheer Force,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0,0,0,,Mega Steelix,
209,II,Snubbull,fairy,,24.6,75.4,0.6,7.8,190,5120,60,80,50,40,40,30,Intimidate,Run Away,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
210,II,Granbull,fairy,,24.6,75.4,1.4,48.7,75,5120,90,120,75,60,60,45,Intimidate,Quick Feet,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,0,0,,,
211,II,Qwilfish,water,poison,50.2,49.8,0.5,3.9,45,5120,65,95,85,55,55,85,Poison Point,Swift Swim,,Intimidate,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
212,II,Scizor,bug,steel,50.2,49.8,1.8,118.0,25,6400,70,130,100,55,80,65,Swarm,Technician,,Light Metal,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,0,0,,Mega Scizor,
213,II,Shuckle,bug,rock,50.2,49.8,0.6,20.5,190,5120,20,10,230,10,230,5,Sturdy,Gluttony,,Contrary,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
214,II,Heracross,bug,fighting,50.2,49.8,1.5,54.0,45,6400,80,125,75,40,95,85,Swarm,Guts,,Moxie,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,0,0,0,,Mega Heracross,
215,II,Sneasel,dark,ice,50.2,49.8,0.9,28.0,60,5120,55,95,55,35,75,115,Inner Focus,Keen Eye,,Pickpocket,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,0,0,0,,,
216,II,Teddiursa,normal,,50,50,0.6,8.8,120,5120,60,80,50,50,50,40,Pickup,Quick Feet,,Honey Gather,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
217,II,Ursaring,normal,,50,50,1.8,125.8,60,5120,90,130,75,75,75,55,Guts,Quick Feet,,Unnerve,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
218,II,Slugma,fire,,50,50,0.7,35.0,190,5120,40,40,40,70,40,20,Magma Armor,Flame Body,,Weak Armor,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
219,II,Magcargo,fire,rock,50,50,0.8,55.0,75,5120,60,50,120,90,80,30,Magma Armor,Flame Body,,Weak Armor,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
220,II,Swinub,ice,ground,50.2,49.8,0.4,6.5,225,5120,50,50,40,30,30,50,Oblivious,Snow Cloak,,Thick Fat,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
221,II,Piloswine,ice,ground,50.2,49.8,1.1,55.8,75,5120,100,100,80,60,60,50,Oblivious,Snow Cloak,,Thick Fat,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
222,II,Corsola,water,rock,24.9,75.1,0.6,5.0,60,5120,65,55,95,65,95,35,Hustle,Natural Cure,,Regenerator,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
223,II,Remoraid,water,,50.2,49.8,0.6,12.0,190,5120,35,65,35,65,35,65,Hustle,Sniper,,Moody,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
224,II,Octillery,water,,50.2,49.8,0.9,28.5,75,5120,75,105,75,105,75,45,Suction Cups,Sniper,,Moody,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
225,II,Delibird,ice,flying,50.2,49.8,0.9,16.0,45,5120,45,55,45,65,45,75,Vital Spirit,Hustle,,Insomnia,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
226,II,Mantine,water,flying,50.2,49.8,2.1,220.0,25,6400,85,40,70,80,140,70,Swift Swim,Water Absorb,,Water Veil,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
227,II,Skarmory,steel,flying,50.2,49.8,1.7,50.5,25,6400,65,80,140,40,70,70,Keen Eye,Sturdy,,Weak Armor,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
228,II,Houndour,dark,fire,50,50,0.6,10.8,120,5120,45,60,30,80,50,65,Early Bird,Flash Fire,,Unnerve,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0,0,0,,,
229,II,Houndoom,dark,fire,50,50,1.4,35.0,45,5120,75,90,50,110,80,95,Early Bird,Flash Fire,,Unnerve,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0,0,0,,Mega Houndoom,
230,II,Kingdra,water,dragon,50.2,49.8,1.8,152.0,45,5120,75,95,95,95,95,85,Swift Swim,Sniper,,Damp,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0,0,0,,,
231,II,Phanpy,ground,,50,50,0.5,33.5,120,5120,90,60,60,40,40,40,Pickup,,,Sand Veil,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
232,II,Donphan,ground,,50,50,1.1,120.0,60,5120,90,120,120,60,60,50,Sturdy,,,Sand Veil,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
233,II,Porygon2,normal,,,,0.6,32.5,45,5120,85,80,90,105,95,60,Trace,Download,,Analytic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
234,II,Stantler,normal,,50,50,1.4,71.2,45,5120,73,95,62,85,65,85,Intimidate,Frisk,,Sap Sipper,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
235,II,Smeargle,normal,,50,50,1.2,58.0,45,5120,55,20,35,20,45,75,Own Tempo,Technician,,Moody,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
236,II,Tyrogue,fighting,,100,0,0.7,21.0,75,6400,35,35,35,35,35,35,Guts,Steadfast,,Vital Spirit,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
237,II,Hitmontop,fighting,,100,0,1.4,48.0,45,6400,50,95,95,35,110,70,Intimidate,Technician,,Steadfast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
238,II,Smoochum,ice,psychic,0,100,0.4,6.0,45,6400,45,30,15,85,65,65,Oblivious,Forewarn,,Hydration,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,0,0,,,
239,II,Elekid,electric,,75.49,24.51,0.6,23.5,45,6400,45,63,37,65,55,95,Static,,,Vital Spirit,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
240,II,Magby,fire,,75.49,24.51,0.7,21.4,45,6400,45,75,37,70,55,83,Flame Body,,,Vital Spirit,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
241,II,Miltank,normal,,0,100,1.2,75.5,45,5120,95,80,105,40,70,100,Thick Fat,Scrappy,,Sap Sipper,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
242,II,Blissey,normal,,0,100,1.5,46.8,30,10240,255,10,10,75,135,55,Natural Cure,Serene Grace,,Healer,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
243,II,Raikou,electric,,,,1.9,178.0,3,20480,90,85,75,115,100,115,Pressure,,,Inner Focus,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,0,0,,,
244,II,Entei,fire,,,,2.1,198.0,3,20480,115,115,85,90,75,100,Pressure,,,Inner Focus,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,0,0,,,
245,II,Suicune,water,,,,2.0,187.0,3,20480,100,75,115,90,115,85,Pressure,,,Inner Focus,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,0,0,,,
246,II,Larvitar,rock,ground,50.2,49.8,0.6,72.0,45,10240,50,64,50,45,50,41,Guts,,,Sand Veil,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
247,II,Pupitar,rock,ground,50.2,49.8,1.2,152.0,45,10240,70,84,70,65,70,51,Shed Skin,,,,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
248,II,Tyranitar,rock,dark,50.2,49.8,2.0,202.0,45,10240,100,134,110,95,100,61,Sand Stream,,,Unnerve,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,0,0,0,,Mega Tyranitar,
249,II,Lugia,psychic,flying,,,5.2,216.0,3,30720,106,90,130,90,154,110,Pressure,,,Multiscale,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0,1,0,,,
250,II,Ho-Oh,fire,flying,,,3.8,199.0,3,30720,106,130,90,110,154,90,Pressure,,,Regenerator,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,1,0,,,
251,II,Celebi,psychic,grass,,,0.6,5.0,45,30720,100,100,100,100,100,100,Natural Cure,,,,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,1,,,
252,III,Treecko,grass,,88.14,11.86,0.5,5.0,45,5120,40,45,35,65,55,70,Overgrow,,,Unburden,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
253,III,Grovyle,grass,,88.14,11.86,0.9,21.6,45,5120,50,65,45,85,65,95,Overgrow,,,Unburden,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
254,III,Sceptile,grass,,88.14,11.86,1.7,52.2,45,5120,70,85,65,105,85,120,Overgrow,,,Unburden,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,Mega Sceptile,
255,III,Torchic,fire,,88.14,11.86,0.4,2.5,45,5120,45,60,40,70,50,45,Blaze,,,Speed Boost,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
256,III,Combusken,fire,fighting,88.14,11.86,0.9,19.5,45,5120,60,85,60,85,60,55,Blaze,,,Speed Boost,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,,,
257,III,Blaziken,fire,fighting,88.14,11.86,1.9,52.0,45,5120,80,120,70,110,70,80,Blaze,,,Speed Boost,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,0,0,,Mega Blaziken,
258,III,Mudkip,water,,88.14,11.86,0.4,7.6,45,5120,50,70,50,50,50,40,Torrent,,,Damp,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
259,III,Marshtomp,water,ground,88.14,11.86,0.7,28.0,45,5120,70,85,70,60,70,50,Torrent,,,Damp,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
260,III,Swampert,water,ground,88.14,11.86,1.5,81.9,45,5120,100,110,90,85,90,60,Torrent,,,Damp,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,Mega Swampert,
261,III,Poochyena,dark,,50,50,0.5,13.6,255,3840,35,55,35,30,30,35,Run Away,Quick Feet,,Rattled,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
262,III,Mightyena,dark,,50,50,1.0,37.0,127,3840,70,90,70,60,60,70,Intimidate,Quick Feet,,Moxie,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
263,III,Zigzagoon,normal,dark,50.2,49.8,0.4,17.5,255,3840,38,30,41,30,41,60,Pickup,Gluttony,,Quick Feet,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
264,III,Linoone,normal,dark,50.2,49.8,0.5,32.5,90,3840,78,70,61,50,61,100,Pickup,Gluttony,,Quick Feet,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
265,III,Wurmple,bug,,50,50,0.3,3.6,255,3840,45,45,35,20,30,20,Shield Dust,,,Run Away,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
266,III,Silcoon,bug,,50,50,0.6,10.0,120,3840,50,35,55,25,25,15,Shed Skin,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
267,III,Beautifly,bug,flying,50,50,1.0,28.4,45,3840,60,70,50,100,50,65,Swarm,,,Rivalry,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
268,III,Cascoon,bug,,50,50,0.7,11.5,120,3840,50,35,55,25,25,15,Shed Skin,,,,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
269,III,Dustox,bug,poison,50,50,1.2,31.6,45,3840,60,50,70,50,90,65,Shield Dust,,,Compound Eyes,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
270,III,Lotad,water,grass,50.2,49.8,0.5,2.6,255,3840,40,30,30,40,50,30,Swift Swim,Rain Dish,,Own Tempo,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
271,III,Lombre,water,grass,50.2,49.8,1.2,32.5,120,3840,60,50,50,60,70,50,Swift Swim,Rain Dish,,Own Tempo,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
272,III,Ludicolo,water,grass,50.2,49.8,1.5,55.0,45,3840,80,70,70,90,100,70,Swift Swim,Rain Dish,,Own Tempo,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
273,III,Seedot,grass,,50.2,49.8,0.5,4.0,255,3840,40,40,50,30,30,30,Chlorophyll,Early Bird,,Pickpocket,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
274,III,Nuzleaf,grass,dark,50.2,49.8,1.0,28.0,120,3840,70,70,40,60,40,60,Chlorophyll,Early Bird,,Pickpocket,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
275,III,Shiftry,grass,dark,50.2,49.8,1.3,59.6,45,3840,90,100,60,90,60,80,Chlorophyll,Early Bird,,Pickpocket,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
276,III,Taillow,normal,flying,50,50,0.3,2.3,200,3840,40,55,30,30,30,85,Guts,,,Scrappy,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
277,III,Swellow,normal,flying,50,50,0.7,19.8,45,3840,60,85,60,75,50,125,Guts,,,Scrappy,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
278,III,Wingull,water,flying,50.2,49.8,0.6,9.5,190,5120,40,30,30,55,30,85,Keen Eye,Hydration,,Rain Dish,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
279,III,Pelipper,water,flying,50.2,49.8,1.2,28.0,45,5120,60,50,100,95,70,65,Keen Eye,Drizzle,,Rain Dish,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
280,III,Ralts,psychic,fairy,50.2,49.8,0.4,6.6,235,5120,28,25,25,45,35,40,Synchronize,Trace,,Telepathy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,0,0,,,
